@relation trainingData

@attribute text string
@attribute sentiment_class {positive,negative}

@data
'USERNAME  USERNAME  USERNAME  док је идеала једнакости и братсва наша идеја у Грчкој живи , јако су нас иначе стисли код друга Assada ',negative
'Ноге не осјећам ',negative
'USERNAME  обојица су окачили  ig ',negative
'USERNAME  мислим да код нас нема ни једна већа/познатија трговина одјећом web shop ',negative
'Да су ови градили Ђердап и Трајанову таблу би потопили без пардона ',negative
'на неком сам режиму, захваљујући д и м у ooOO',negative
'USERNAME  opsec ',negative
'USERNAME  трљас ми нацл на рану ',negative
'Ивановић ',negative
'Ивановић ',negative
'Шпагети у лименци за дјецу.  #Ta_u_UK URL',negative
'USERNAME  може!!! Није уродило плодом јер је убрзо наша цуру  USERNAME ',negative
'\"USERNAME : USERNAME  \"уљима (•ิ_•ิ)',negative
'Бјелица ',negative
'USERNAME  студентске селидбе ',negative
'USERNAME  на Обилићевом? ',negative
'USERNAME  прејудицирање с веома извјесним крајем  USERNAME ',negative
'USERNAME  И то јужни.  Из околице Анконе.',negative
'USERNAME  ОТОКЕ!!!!!!! ',negative
'Како ли се осећа особа из Блица која је морала да пише репортажу о атмосфери у Владином авиону?\n',negative
'USERNAME  истина, та екипа која се урокава брзином и бонкасима баш мучки смрди ',negative
'Gripe те одио ',negative
'USERNAME  непушачки део   одмах десно до прозора 👌👌👌',negative
'Бјелица ',negative
'Бјелицаaa ',negative
'НЕМАЊА БЈЕЛИЦА ',negative
'Бјелица ',negative
'Бјелица ',negative
'Криза из близа !!!   #unskosanskikanton URL',negative
'професорица из француског није sophie marceau ',negative
'Бјелица   \n\nURL',negative
'Тужно, али хрватска стварност.   URL',negative
'Немања в ',negative
'Бјелица ',negative
'Бјелица ',negative
'Janoski or new balance?! ',negative
'Бјелица ',negative
'Бјелица ',negative
'Немања бјелица',negative
'Бјелица ',negative
'Бјелица ',negative
'Бјелица ',negative
'Немања бјелица gitti ',negative
'Бјелицаaa ',negative
'Бјелица ',negative
'Бјелица ',negative
'Бјелица ',negative
'USERNAME  Панчевац ',negative
